"day","area","area_id","latitude","longitude","unique_users"
2021-12-13,"Mantova",20030,5003111.5354405,631299.090911541,43904
2021-12-13,"Marone",17106,5065307.20402905,585094.150468886,4088
2021-12-13,"Media Valtellina",100006,5037792.50309595,514240.156821128,65056
2021-12-13,"Menaggio",13145,5096273.40943823,518495.954630341,2085.66666666667
2021-12-13,"Milano",15,5034536.0955413,514824.931817991,3003170.33333333
2021-12-13,"Milano",15146,5034536.0955413,514824.931817991,1542091.33333333
2021-12-13,"Moniga Del Garda",17109,5042815.08946707,620064.77808163,1917.33333333333
2021-12-13,"Montano Lucino",13154,5070752.67020891,502139.018375914,4282
2021-12-13,"Montichiari",17113,5030014.02220261,608811.862664582,24263.6666666667
2021-12-13,"Monza",108033,5054037.18639561,521730.249808967,127898.333333333
2021-12-13,"Monza e della Brianza",108,5054037.18639561,521730.249808967,725618.333333333
2021-12-13,"Monzambano",20036,5027240.10937263,632488.110506993,3530.66666666667
2021-12-13,"Mozzo",16143,5060749.78669802,547384.483518008,5689.66666666667
2021-12-13,"Novate Milanese",15157,5042022.89028866,510988.793597245,16806.3333333333
2021-12-13,"Novedrate",13163,5060606.28392403,509380.872931808,4085.33333333333
2021-12-13,"Olgiate Olona",12108,5053056.28059013,491413.594756762,13831.6666666667
2021-12-13,"Orio Al Serio",16150,5058308.64503403,553969.220710826,2861.66666666667
2021-12-13,"Orzivecchi",17126,5030131.88028587,575242.211549637,2684.33333333333
2021-12-13,"Ospedaletto Lodigiano",98043,5001861.40583182,545473.248881328,4644
2021-12-13,"Ossona",15164,5039191.24711145,492287.068855748,5781.33333333333
2021-12-13,"Padenghe Sul Garda",17129,5040664.83773768,617668.148501012,5386.33333333333
2021-12-13,"Paderno Dugnano",15166,5046495.64503258,513201.717495858,39781.3333333333
2021-12-13,"Pavia",18,4987053.73088993,510855.760034961,450665.333333333
2021-12-13,"Pavia",18110,4987053.73088993,510855.760034961,81885
2021-12-13,"Peschiera Borromeo",15171,5030972.07481196,524364.197581721,27167.3333333333
2021-12-13,"Pieve Emanuele",15173,5022508.87392329,515827.471291855,15356.3333333333
2021-12-13,"Ponte Di Legno",17148,5123886.79241761,616273.19775425,3088
2021-12-13,"Ponte San Pietro",16170,5060634.45933697,545717.146048034,15470
2021-12-13,"Ponti Sul Mincio",20044,5030161.82850448,632020.901497128,1722
2021-12-13,"Porlezza",13189,5098062.10862708,509161.368592663,8333.33333333333
2021-12-13,"Pozzolengo",17151,5029344.50305167,627665.704104225,4339.33333333333
2021-12-13,"Pusiano-Eupilio",13193,5072035.85108698,520984.418014952,2192.66666666667
2021-12-13,"Rezzato",17161,5040921.90579757,602856.182928411,13076.6666666667
2021-12-13,"Rho",15182,5041705.6143153,503245.289573492,45155
2021-12-13,"Riva Di Solto",16180,5069399.12524362,580743.989063816,739
2021-12-13,"Rodengo Saiano",17163,5049943.33835265,586529.119088454,11740
2021-12-13,"Rozzano",15189,5025509.59135894,512097.953313316,33963
2021-12-13,"Salò",17170,5051360.74323132,618535.490116057,14397.3333333333
2021-12-13,"San Donato Milanese",15192,5029430.27150737,521253.902896343,35325
2021-12-13,"San Felice Del Benaco",17171,5049615.87975796,621039.309758994,2054.33333333333
2021-12-13,"San Giorgio Bigarello",20057,5004709.59317128,647061.449227603,9861
2021-12-13,"San Martino In Strada",98048,5013250.49395283,541419.942582691,4130
2021-12-13,"San Pellegrino Terme",16190,5076333.33295315,551621.074962806,7029.66666666667
2021-12-13,"San Siro",13248,5036082.09864173,509688.647262948,1739
2021-12-13,"San Vittore Olona",15201,5048062.64442825,495529.865369184,7173
2021-12-13,"Sarnico",16193,5057850.60573232,575049.03127081,12879.6666666667
2021-12-13,"Saronno",12119,5052459.61882006,502909.845534985,51284.3333333333
2021-12-13,"Segrate",15205,5037509.48063068,523037.150285932,38326.6666666667
2021-12-13,"Sesto Calende",12120,5063442.77917475,471547.330489959,14762.6666666667
2021-12-13,"Sesto San Giovanni",15209,5042492.56973203,518555.471491043,59737.6666666667
2021-12-13,"Settala",15210,5033667.38185542,530629.505106631,8680.66666666667
2021-12-13,"Settimo Milanese",15211,5036217.30588688,504273.580287895,10727.3333333333
2021-12-13,"Sirmione",17179,5036293.04564714,625683.12475954,10197.6666666667
2021-12-13,"Soiano Del Lago",17180,5042696.04941968,618122.086999487,1369.33333333333
2021-12-13,"Solbiate Olona",12122,5055320.65478511,491253.875859029,5689.66666666667
2021-12-13,"Somma Lombardo",12123,5058938.27670522,477190.180550194,17585.6666666667
2021-12-13,"Sondrio",14,5130745.76487573,596872.346276246,168019.333333333
2021-12-13,"Sondrio",14061,5130745.76487573,596872.346276246,28780.3333333333
2021-12-13,"Stezzano",16207,5055522.32523224,550919.60104809,10232
2021-12-13,"Tavernola Bergamasca-Predore",16211,5059474.27464441,581274.601165266,880.333333333333
2021-12-13,"Teglio",14065,5113783.48436849,582140.891054568,4836.66666666667
2021-12-13,"Temù",17184,5122733.78755044,613261.139289664,1409.33333333333
2021-12-13,"Tignale",17185,5066577.53736394,633943.341576721,627
2021-12-13,"Toscolano-Maderno",17187,5054707.35454985,625469.400559685,7216.66666666667
2021-12-13,"Tremezzina-Griante",13252,5093956.03064326,517042.347867946,4863.33333333333
2021-12-13,"Tremosine Sul Garda",17189,5070120.83864807,636901.370927656,592.666666666667
2021-12-13,"Trezzano Sul Naviglio",15220,5029412.67151875,505559.237384067,24973.3333333333
2021-12-13,"Turate",13227,5055694.83752123,500178.193500174,11806.6666666667
2021-12-13,"Val Masino",14074,5121539.72814637,549174.081971952,652
2021-12-13,"Valbondione",16223,5098338.36856968,577837.551681032,855
2021-12-13,"Valchiavenna",200009,5119468.39308293,533361.698028178,15562.3333333333
2021-12-13,"Valdidentro",14071,5151402.590707,599029.321188994,2334
2021-12-13,"Valdisotto",14072,5142188.74380507,604299.529809298,1645.66666666667
2021-12-13,"Valfurva",14073,5141454.74463292,616240.614369059,1893.33333333333
2021-12-13,"Valsassina",200010,5077054.25285137,531841.045792912,19107.3333333333
2021-12-13,"Varedo",108045,5049334.18682463,512189.560001991,12756.6666666667
2021-12-13,"Varese",12,5076268.95750936,480907.117473235,755105.666666667
2021-12-13,"Varese",12133,5076268.95750936,480907.117473235,90543.6666666667
2021-12-13,"Verdellino",16232,5050138.95466316,548007.695804447,6093.66666666667
2021-12-13,"Vergiate",12138,5063522.37708833,476190.346997535,10369.6666666667
2021-12-13,"Vezza D'Oglio",17198,5121689.54571303,607914.095640758,2041.66666666667
2021-12-13,"Vigevano",18177,5018186.25179196,488917.394037325,46666.3333333333
2021-12-13,"Vimercate",108050,5051224.14539946,528853.216959547,22558.3333333333
2021-12-13,"Vione",17202,5122665.00610737,611554.0198317,481
2021-12-13,"Volta Mantovana",20070,5019983.084528,630039.093304153,11618
