"","V1","V2"
"1"," 8.310534663992833","45.091916882056154"
"2"," 8.283234663992832","45.193241854298932"
"3"," 8.337834663992833","45.951191687755617"
"4"," 8.528934663992832","46.210133284487171"
"5"," 9.151800000000000","46.647820324027549"
"6","10.344600000000000","46.782920287017923"
"7","10.672200000000000","46.647820324027549"
"8","11.649965336007169","44.855491946823008"
"9"," 9.302233883902380","44.512570857890431"
"10"," 9.103075768689173","44.519338127724374"
"11"," 8.523899998787565","44.868138117750526"
"12"," 8.548354377075727","45.177147488782651"
"13"," 8.412616909408023","45.158488426045253"
"14"," 8.296884663992833","45.142579368177543"
"15"," 8.361575786700428","45.125202654050703"
"16"," 8.347925786700428","45.175865140172093"
"17"," 8.417217331390196","44.980027499903343"
"18"," 8.310534663992833","45.572216771027271"
"19"," 8.469705435902345","45.077215661455440"
"20"," 8.425114983026827","45.112101357821309"
"21"," 8.296884663992833","45.382729312663102"
"22"," 8.363875997691514","45.035972190979749"
"23"," 8.501758839439653","45.130101227384415"
"24"," 8.400118835789216","45.204875494269189"
"25"," 8.378043495584929","45.080788882722530"
"26"," 8.474236606432472","45.191011491525920"
"27"," 8.336685907978371","45.224642048693681"
"28"," 8.290059663992833","45.287985583481017"
"29"," 8.417459279176644","45.295079544334925"
"30"," 8.390979508368833","45.251724270355460"
"31"," 8.475314479378268","45.251247721381617"
"32"," 8.616984264328586","45.063071414409606"
"33"," 8.555169301793779","45.346421711180703"
"34"," 8.588089089213689","45.121773030421224"
"35"," 8.496451095222890","45.306878714468368"
"36"," 8.544809484226946","45.077924504708335"
"37"," 8.748223156709905","45.129010204037300"
"38"," 8.597711374813487","45.257385407721898"
"39"," 8.434613916935616","45.395741655840290"
"40"," 8.508494435864423","45.010702093015333"
"41"," 8.662952000187074","45.184141392043763"
"42"," 8.669585003359837","45.109260867580268"
"43"," 8.562847872379720","45.298590008070676"
"44"," 8.682541768831397","45.322132973714851"
"45"," 8.616206863093936","45.327190663388507"
"46"," 8.661926559925281","45.408657167337793"
"47"," 8.610037338319938","45.376235921394276"
"48"," 8.555518453947190","45.458150312518363"
"49"," 8.538955037553611","45.402312142036379"
"50"," 8.598950766096861","45.422684955693136"
"51"," 8.665253021552930","45.495412996909721"
"52"," 8.444414850678969","45.343812648338620"
"53"," 8.370581682563889","45.363139313965512"
"54"," 8.607656444531905","45.163897466327143"
"55"," 8.608787870198274","45.210972726683870"
"56"," 8.680567909886440","45.243593450344108"
"57"," 8.542653538404270","45.226800802992472"
"58"," 8.757918255538689","45.019561427048053"
"59"," 8.694702683592835","45.147986197466111"
"60"," 8.765350231722326","45.201651832312706"
"61"," 8.481709117175663","45.440148382696385"
"62"," 8.498771578742394","45.367219227907320"
"63"," 8.303709663992834","45.477473041845187"
"64"," 8.293472163992833","45.335357448072060"
"65"," 8.351802360231678","45.309464979425861"
"66"," 8.649834401646785","45.283269946474455"
"67"," 8.713338096071643","45.282455672089583"
"68"," 8.796411606657388","45.341289603277133"
"69"," 8.731461550350835","45.073309201293910"
"70"," 8.709009817310934","45.208236145623168"
"71"," 8.746195744655861","45.244303881100080"
"72"," 8.861627430914817","45.247231872055934"
"73"," 8.787173400635323","45.288604499197369"
"74"," 8.473936347936037","45.542609056592767"
"75"," 8.680846671219191","45.030401602669137"
"76"," 8.878081870090481","45.079935628300930"
"77"," 8.868178294466807","45.308113344951465"
"78"," 8.498052183480626","45.492161692291461"
"79"," 8.300297163992834","45.430101177254144"
"80"," 8.599782279435974","44.997734088750782"
"81"," 8.803463413341010","45.091391887078714"
"82"," 9.015999341497835","45.269377698564767"
"83"," 8.914632245876918","45.415574716591408"
"84"," 8.580594766500841","45.521542461890327"
"85"," 8.399192541643218","45.496214630828959"
